0.515991569,-0.548430443,0
0.326841146,-0.224995241,0
0.782339454,-0.684124649,0
0.483160228,-0.386079669,0
0.470023602,-0.486598581,0
0.379202366,-0.421566606,0
0.227685213,0.096398279,0
0.307149142,-0.364161551,0
0.566608727,-0.585700274,0
0.336248517,-0.356874168,0
0.503301144,-0.212062001,0
1.128025413,-1.020157814,0
1.783273101,-1.156474829,0
0.196086675,-0.065753661,0
0.493091017,-0.533253551,0
0.474389851,-0.541955829,0
0.63219583,-0.536155522,0
0.342514038,-0.27675122,0
-0.955220342,0.855030417,0
0.901393652,-0.804750264,1
0.346966684,-0.349695146,1
1.407046318,-1.090307117,1
0.316026688,-0.320035875,1
-0.926265657,0.715390325,1
-0.326190293,0.35269618,1
-0.699833572,0.478500515,1
-0.508360565,0.434636354,1
-0.011793599,0.2491467,1
0.002940647,0.104728699,1
